landlot_address,centroid_x,centroid_y,polygon_geom,vertices
경기도 수원시 장안구 율전동 285번지 2호,126.9716369,37.29962426,"POLYGON ((126.970507 37.299635, 126.972046 37.298885, 126.972161 37.299015, 126.972619 37.299898, 126.972646 37.300007, 126.972297 37.300095, 126.97055 37.299992, 126.970507 37.299635))","[[126.970507, 37.299635], [126.972046, 37.298885], [126.972161, 37.299015], [126.972619, 37.299898], [126.972646, 37.300007], [126.972297, 37.300095], [126.97055, 37.299992], [126.970507, 37.299635]]"
경기도 수원시 장안구 정자동 37번지 27호,127.003468,37.29425293,"POLYGON ((127.002463 37.293958, 127.002618 37.293633, 127.003676 37.293433, 127.003969 37.293606, 127.004505 37.294444, 127.004555 37.294556, 127.004406 37.294884, 127.002849 37.294973, 127.002816 37.294957, 127.002463 37.293958))","[[127.002463, 37.293958], [127.002618, 37.293633], [127.003676, 37.293433], [127.003969, 37.293606], [127.004505, 37.294444], [127.004555, 37.294556], [127.004406, 37.294884], [127.002849, 37.294973], [127.002816, 37.294957], [127.002463, 37.293958]]"
경기도 수원시 영통구 신동 973,127.0416335,37.24681383,"POLYGON ((127.040971 37.246565, 127.040926 37.246341, 127.040881 37.246117, 127.041588 37.245961, 127.042281 37.24638, 127.042383 37.246711, 127.041997 37.247676, 127.041683 37.247851, 127.041179 37.247356, 127.040971 37.246565))","[[127.040971, 37.246565], [127.040926, 37.246341], [127.040881, 37.246117], [127.041588, 37.245961], [127.042281, 37.24638], [127.042383, 37.246711], [127.041997, 37.247676], [127.041683, 37.247851], [127.041179, 37.247356], [127.040971, 37.246565]]"
경기도 수원시 권선구 세류동,127.0171971,37.25282641,"POLYGON ((127.01637 37.252676, 127.016652 37.252179, 127.016968 37.252006, 127.017713 37.252227, 127.017829 37.252567, 127.017808 37.253613, 127.017488 37.253777, 127.016483 37.253018, 127.01637 37.252676))","[[127.01637, 37.252676], [127.016652, 37.252179], [127.016968, 37.252006], [127.017713, 37.252227], [127.017829, 37.252567], [127.017808, 37.253613], [127.017488, 37.253777], [127.016483, 37.253018], [127.01637, 37.252676]]"
경기도 수원시 장안구 조원동 750번지 32호,127.0102594,37.30221094,"POLYGON ((127.009327 37.302022, 127.009356 37.301898, 127.009435 37.301678, 127.010481 37.301307, 127.011001 37.301544, 127.011187 37.301852, 127.010801 37.302927, 127.01056 37.303195, 127.009776 37.30298, 127.009568 37.302767, 127.009327 37.302022))","[[127.009327, 37.302022], [127.009356, 37.301898], [127.009435, 37.301678], [127.010481, 37.301307], [127.011001, 37.301544], [127.011187, 37.301852], [127.010801, 37.302927], [127.01056, 37.303195], [127.009776, 37.30298], [127.009568, 37.302767], [127.009327, 37.302022]]"
경기도 수원시 장안구 영화동 422번지 8호,127.0039829,37.28795939,"POLYGON ((127.003078 37.288366, 127.002891 37.287986, 127.002742 37.287659, 127.003109 37.287489, 127.004804 37.287205, 127.005013 37.287504, 127.005057 37.287963, 127.004899 37.288287, 127.004615 37.28858, 127.004151 37.28866, 127.003279 37.288664, 127.003078 37.288366))","[[127.003078, 37.288366], [127.002891, 37.287986], [127.002742, 37.287659], [127.003109, 37.287489], [127.004804, 37.287205], [127.005013, 37.287504], [127.005057, 37.287963], [127.004899, 37.288287], [127.004615, 37.28858], [127.004151, 37.28866], [127.003279, 37.288664], [127.003078, 37.288366]]"
경기도 수원시 장안구 파장동 627번지 1호 수일공판장,126.9997224,37.30769857,"POLYGON ((126.998686 37.307931, 126.998982 37.307153, 126.999078 37.307112, 127.00066 37.307051, 127.00068 37.307068, 127.000819 37.307274, 127.000801 37.307382, 127.000692 37.307662, 127.000562 37.307975, 127.000263 37.308176, 126.999709 37.308445, 126.999646 37.30846, 126.999054 37.308353, 126.998832 37.308259, 126.998686 37.307931))","[[126.998686, 37.307931], [126.998982, 37.307153], [126.999078, 37.307112], [127.00066, 37.307051], [127.00068, 37.307068], [127.000819, 37.307274], [127.000801, 37.307382], [127.000692, 37.307662], [127.000562, 37.307975], [127.000263, 37.308176], [126.999709, 37.308445], [126.999646, 37.30846], [126.999054, 37.308353], [126.998832, 37.308259], [126.998686, 37.307931]]"
경기도 수원시 장안구 율전동 402번지 8호 성대공장,126.9708599,37.29821722,"POLYGON ((126.969703 37.298168, 126.969875 37.297755, 126.970431 37.297517, 126.970867 37.297353, 126.971287 37.297554, 126.972062 37.297971, 126.972071 37.297978, 126.972083 37.297996, 126.972085 37.298005, 126.971992 37.298258, 126.971826 37.298655, 126.971576 37.298914, 126.970452 37.298966, 126.969749 37.298525, 126.969703 37.298168))","[[126.969703, 37.298168], [126.969875, 37.297755], [126.970431, 37.297517], [126.970867, 37.297353], [126.971287, 37.297554], [126.972062, 37.297971], [126.972071, 37.297978], [126.972083, 37.297996], [126.972085, 37.298005], [126.971992, 37.298258], [126.971826, 37.298655], [126.971576, 37.298914], [126.970452, 37.298966], [126.969749, 37.298525], [126.969703, 37.298168]]"
경기도 수원시팔달구 고등동 226번지 90  호,126.9992633,37.27152952,"POLYGON ((126.998729 37.271062, 126.998757 37.270703, 126.999015 37.270722, 126.999273 37.270742, 126.999942 37.271566, 126.999917 37.271925, 126.999255 37.272325, 126.998899 37.272275, 126.998729 37.271062))","[[126.998729, 37.271062], [126.998757, 37.270703], [126.999015, 37.270722], [126.999273, 37.270742], [126.999942, 37.271566], [126.999917, 37.271925], [126.999255, 37.272325], [126.998899, 37.272275], [126.998729, 37.271062]]"
경기도 수원시 팔달구 우만동 528번지 17호,127.0303756,37.28225182,"POLYGON ((127.029628 37.281681, 127.030419 37.281387, 127.030749 37.281531, 127.030848 37.281638, 127.03141 37.282364, 127.031524 37.282599, 127.031518 37.282613, 127.031325 37.282714, 127.030217 37.283083, 127.029913 37.28289, 127.029297 37.282301, 127.029628 37.281681))","[[127.029628, 37.281681], [127.030419, 37.281387], [127.030749, 37.281531], [127.030848, 37.281638], [127.03141, 37.282364], [127.031524, 37.282599], [127.031518, 37.282613], [127.031325, 37.282714], [127.030217, 37.283083], [127.029913, 37.28289], [127.029297, 37.282301], [127.029628, 37.281681]]"
경기도 수원시 팔달구 매교동 25번지 4호 건영캐스빌상가 102호,127.0150358,37.27109136,"POLYGON ((127.014497 37.270561, 127.01482 37.270465, 127.015543 37.270329, 127.015858 37.270503, 127.015537 37.271082, 127.014892 37.272137, 127.014846 37.272136, 127.014562 37.271989, 127.014497 37.270561))","[[127.014497, 37.270561], [127.01482, 37.270465], [127.015543, 37.270329], [127.015858, 37.270503], [127.015537, 37.271082], [127.014892, 37.272137], [127.014846, 37.272136], [127.014562, 37.271989], [127.014497, 37.270561]]"
경기도 수원시 팔달구 남창동 110번지,127.0152704,37.27891965,"POLYGON ((127.014253 37.278905, 127.014349 37.278559, 127.015372 37.278065, 127.015731 37.278057, 127.015899 37.278385, 127.016172 37.279082, 127.01627 37.279428, 127.016081 37.279481, 127.01488 37.279737, 127.014828 37.279713, 127.014253 37.278905))","[[127.014253, 37.278905], [127.014349, 37.278559], [127.015372, 37.278065], [127.015731, 37.278057], [127.015899, 37.278385], [127.016172, 37.279082], [127.01627, 37.279428], [127.016081, 37.279481], [127.01488, 37.279737], [127.014828, 37.279713], [127.014253, 37.278905]]"
경기도 수원시 영통구 영통2동 970번지 5호 벽적골주공9단지상가 101호,127.0665953,37.2486847,"POLYGON ((127.065694 37.249087, 127.065808 37.248364, 127.066062 37.248109, 127.066531 37.248019, 127.06746 37.247986, 127.067651 37.248292, 127.067036 37.249222, 127.066779 37.249474, 127.066155 37.249425, 127.065884 37.249393, 127.065694 37.249087))","[[127.065694, 37.249087], [127.065808, 37.248364], [127.066062, 37.248109], [127.066531, 37.248019], [127.06746, 37.247986], [127.067651, 37.248292], [127.067036, 37.249222], [127.066779, 37.249474], [127.066155, 37.249425], [127.065884, 37.249393], [127.065694, 37.249087]]"
경기도 수원시 영통구 신동 384번지 33호 1층,127.0588145,37.2514185,"POLYGON ((127.058391 37.251423, 127.058049 37.251073, 127.057559 37.250573, 127.057817 37.250321, 127.059597 37.25158, 127.059795 37.25188, 127.059781 37.25225, 127.059512 37.252489, 127.058744 37.251782, 127.058734 37.251772, 127.058391 37.251423))","[[127.058391, 37.251423], [127.058049, 37.251073], [127.057559, 37.250573], [127.057817, 37.250321], [127.059597, 37.25158], [127.059795, 37.25188], [127.059781, 37.25225], [127.059512, 37.252489], [127.058744, 37.251782], [127.058734, 37.251772], [127.058391, 37.251423]]"
경기도 수원시 권선구 오목천동 318번지 8호 1층,126.9646975,37.24626491,"POLYGON ((126.963376 37.245672, 126.964681 37.246071, 126.966124 37.246513, 126.966019 37.246858, 126.963271 37.246017, 126.963376 37.245672))","[[126.963376, 37.245672], [126.964681, 37.246071], [126.966124, 37.246513], [126.966019, 37.246858], [126.963271, 37.246017], [126.963376, 37.245672]]"
경기도 수원시 장안구 연무동 218-42,127.0276295,37.29610128,"POLYGON ((127.026625 37.296279, 127.026854 37.295493, 127.027128 37.29526, 127.027329 37.295279, 127.028288 37.295424, 127.028461 37.29574, 127.028574 37.296088, 127.028511 37.296534, 127.028334 37.296818, 127.028015 37.296984, 127.027559 37.296851, 127.026781 37.296603, 127.026625 37.296279))","[[127.026625, 37.296279], [127.026854, 37.295493], [127.027128, 37.29526], [127.027329, 37.295279], [127.028288, 37.295424], [127.028461, 37.29574], [127.028574, 37.296088], [127.028511, 37.296534], [127.028334, 37.296818], [127.028015, 37.296984], [127.027559, 37.296851], [127.026781, 37.296603], [127.026625, 37.296279]]"
경기도 수원시 장안구 정자동 464-1,126.9909433,37.30248508,"POLYGON ((126.989966 37.302387, 126.990051 37.302037, 126.990336 37.301794, 126.991738 37.301927, 126.991805 37.301975, 126.991995 37.302576, 126.991851 37.302906, 126.991568 37.30304, 126.990952 37.303214, 126.990048 37.302982, 126.989966 37.302387))","[[126.989966, 37.302387], [126.990051, 37.302037], [126.990336, 37.301794], [126.991738, 37.301927], [126.991805, 37.301975], [126.991995, 37.302576], [126.991851, 37.302906], [126.991568, 37.30304], [126.990952, 37.303214], [126.990048, 37.302982], [126.989966, 37.302387]]"
경기도 수원시 장안구 정자1동 462번지 3호,126.9918903,37.30300738,"POLYGON ((126.991208 37.30267, 126.99125 37.302419, 126.991282 37.302318, 126.991562 37.302187, 126.991807 37.302326, 126.992903 37.303074, 126.99297 37.303258, 126.991711 37.303733, 126.991147 37.303303, 126.991208 37.30267))","[[126.991208, 37.30267], [126.99125, 37.302419], [126.991282, 37.302318], [126.991562, 37.302187], [126.991807, 37.302326], [126.992903, 37.303074], [126.99297, 37.303258], [126.991711, 37.303733], [126.991147, 37.303303], [126.991208, 37.30267]]"
